county,cnty_fips,c_tot_pop_c,c_tot_death_c,c_tot_lfex_c,c_tot_low_c,c_tot_up_c,c_tot_pop_h,c_tot_death_h,c_tot_lfex_h,c_tot_low_h,c_tot_up_h,c_tot_pop_b,c_tot_death_b,c_tot_lfex_b,c_tot_low_b,c_tot_up_b,c_tot_pop_w,c_tot_death_w,c_tot_lfex_w,c_tot_low_w,c_tot_up_w,c_fem_pop_c,c_fem_death_c,c_fem_lfex_c,c_fem_low_c,c_fem_up_c,c_fem_pop_h,c_fem_death_h,c_fem_lfex_h,c_fem_low_h,c_fem_up_h,c_fem_pop_b,c_fem_death_b,c_fem_lfex_b,c_fem_low_b,c_fem_up_b,c_fem_pop_w,c_fem_death_w,c_fem_lfex_w,c_fem_low_w,c_fem_up_w,c_mal_pop_c,c_mal_death_c,c_mal_lfex_c,c_mal_low_c,c_mal_up_c,c_mal_pop_h,c_mal_death_h,c_mal_lfex_h,c_mal_low_h,c_mal_up_h,c_mal_pop_b,c_mal_death_b,c_mal_lfex_b,c_mal_low_b,c_mal_up_b,c_mal_pop_w,c_mal_death_w,c_mal_lfex_w,c_mal_low_w,c_mal_up_w
Wichita,48485,122572.65,12617,75.03,74.77,75.3,20485,710,77.78,76.96000000000001,78.63,13133.65,992,72.92,72.01000000000001,73.83,88954,10915,74.8,74.5,75.10000000000001,59309.25,6337,77.57000000000001,77.2,77.95,,,,,,5922.4502,471,75.40000000000001,74.10000000000001,76.72,44069.648,5579,77.27,76.84,77.7,63263.398,6280,72.5,72.14,72.86,11167.85,423,74.69,73.54000000000001,75.90000000000001,7211.2002,521,70.74,69.52,72.03,44884.352,5336,72.38,71.96000000000001,72.79000000000001
Wilbarger,48487,12263.25,1620,74.19,73.36,74.99,,,,,,,,,,,8140.3999,1382,73.88,72.85000000000001,74.84,6234.1499,828,77.19,76.05,78.32000000000001,,,,,,,,,,,4216.8501,711,77.36,75.95,78.69,6029.1001,792,71.19,70.09,72.31,,,,,,,,,,,3923.55,671,70.45,68.98,71.87000000000001
Willacy,48489,20921.699,1475,78.68000000000001,77.98,79.35000000000001,18669.199,1172,78.62000000000001,77.88,79.35000000000001,,,,,,,,,,,9475.8496,682,81.24,80.23,82.25,8597.4004,557,80.93000000000001,79.87000000000001,81.98,,,,,,,,,,,11445.85,793,76.31,75.38,77.2,10071.8,615,76.46000000000001,75.44,77.43000000000001,,,,,,,,,,
Williamson,48491,375583.16,18196,83.68000000000001,83.51000000000001,83.85000000000001,91573.29700000001,1629,91.41,90.78,92.04000000000001,23059.051,845,85.54000000000001,84.43000000000001,86.66,260950.8,15722,83.02,82.83,83.2,188706.05,9165,85.11,84.89,85.32000000000001,45281.148,756,93.44,92.62000000000001,94.27,11756.8,422,86.65000000000001,85.22,88.06,131668.09,7987,84.49,84.24,84.73,186877.09,9031,82.31,82.06,82.56,46292.148,873,89.06,88.09,90.04000000000001,11302.25,423,85.29000000000001,83.52,87.07000000000001,129282.7,7735,81.66,81.38,81.95
Wilson,48493,40087.551,3230,78.48,78,78.95,15498.15,838,78.49,77.63,79.3,,,,,,24081.65,2332,78.62000000000001,78.03,79.2,20161.801,1438,81.94,81.3,82.59,,,,,,,,,,,12118,1050,81.88,81.08,82.7,19925.75,1792,75.27,74.62000000000001,75.92,7674.3999,474,75.13,73.95,76.29000000000001,,,,,,11963.65,1282,75.7,74.91,76.51000000000001
Winkler,48495,6676.0498,692,73.04000000000001,71.89,74.17,,,,,,,,,,,2878.8999,478,71.72,70.07000000000001,73.40000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wise,48497,54396.898,4661,76.72,76.32000000000001,77.13,,,,,,,,,,,44801.25,4479,76.06,75.63,76.51000000000001,26984.25,2220,79.31,78.76000000000001,79.85000000000001,,,,,,,,,,,22446.75,2147,78.81,78.21000000000001,79.40000000000001,27412.65,2441,74.27,73.71000000000001,74.85000000000001,,,,,,,,,,,22354.5,2332,73.51000000000001,72.89,74.15000000000001
Wood,48499,38944.949,5655,76.04000000000001,75.55,76.54000000000001,,,,,,,,,,,34198.102,5362,75.92,75.39,76.47,19904.199,2687,78.87000000000001,78.15000000000001,79.58,,,,,,,,,,,17581.199,2533,78.81,78.02,79.61,19040.75,2968,73.33,72.65000000000001,73.98,,,,,,,,,,,16616.9,2829,73.22,72.5,73.92
Yoakum,48501,7250.8501,532,77.40000000000001,76.31,78.43000000000001,,,,,,,,,,,2725.7,403,75.18000000000001,73.41,76.93000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Young,48503,17055.9,2517,74.15000000000001,73.46000000000001,74.84,,,,,,,,,,,14219.8,2401,73.89,73.12000000000001,74.64,8756,1358,75.99,75.04000000000001,76.97,,,,,,,,,,,7398.0498,1303,75.89,74.86,76.94,8299.9004,1159,72.2,71.23,73.18000000000001,,,,,,,,,,,6821.75,1098,71.79000000000001,70.65000000000001,72.87000000000001
Zapata,48505,13510.5,845,78.83,77.86,79.8,12657.15,670,78,77,78.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6743.5498,481,75.08,73.71000000000001,76.42,,,,,,,,,,,,,,,
Zavala,48507,11383.75,855,77.09,76.13,78.03,10812.5,751,77.45,76.48,78.46000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5672.6001,469,73,71.74,74.33,5392.8501,412,73.42,72.07000000000001,74.81,,,,,,,,,,
